track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,sections,target,chart_date,duration_ms,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists
Jack the Bear,Duke Ellington,spotify:track:2Sg3qUH02hlzKchItbq389,0.5329999999999999,0.28,1,-12.809000000000001,1,0.0653,0.466,9.83e-05,0.344,0.61,78.352,4,7,0,,199413,54,2014-07-29,0,65,634975,1,['4F7Q5NV6h5TSwCainz8S5A']
Rocking Metal Sluts,Barbatos,spotify:track:1PlslM4umMpnROOoy9vseF,0.318,0.987,0,-4.202,0,0.10800000000000001,3.04e-05,0.858,0.198,0.33399999999999996,140.256,4,8,0,,149866,12,2015-08-07,0,15,4724,1,['7qMkmsoYuyn3vk91fZghN4']
Shankara,Panda Dub,spotify:track:6NUJf1Jf1B9UbZCgfglpD3,0.743,0.818,10,-6.23,0,0.0285,0.0453,0.475,0.135,0.523,124.98700000000001,4,12,0,,402696,48,2013-01-01,0,51,80977,1,['5DkgLMKJNj9oYAgbZwzpLo']
The Devil's Son,Belphegor,spotify:track:3sGnjtomJgydvhiKaKPBEi,0.452,0.988,2,-4.2330000000000005,1,0.213,2.5300000000000002e-05,0.631,0.39399999999999996,0.0927,130.32399999999998,4,8,0,,260731,0,2018-01-19,0,43,106709,1,['1uPIYn2IU0IuPWSZ58kzyM']
Pelican - Original Mix,Samples,spotify:track:2FqVmASIe0FuFeogPL7kQD,0.746,0.6940000000000001,6,-5.452999999999999,0,0.0446,0.0117,0.536,0.126,0.6579999999999999,95.00200000000001,4,7,0,,232421,0,2014-06-16,0,12,1635,1,['4XpL2BLxjqtS3O8VDqtsuC']
Die fette Elfe - Rock Version,Jan Hegenberg,spotify:track:7j8kLUpyWiJK6UbkML7GmO,0.363,0.8079999999999999,2,-7.145,1,0.0709,0.0762,0.0,0.369,0.711,165.232,4,6,0,,167580,20,2017-07-27,0,47,35899,1,['6Id9WCDJhmeq1pQIOlQvCE']
Greece 2000 - Radio Edit,Three Drives On A Vinyl,spotify:track:5yOyAupfmi5vpugWFoJKCw,0.705,0.938,1,-6.575,0,0.0505,0.0123,0.855,0.0663,0.8490000000000001,131.786,4,10,0,,236320,41,2013-06-28,0,47,7545,1,['10feV0eOe64kjUc95Lnfuv']
The Silence Thereafter,Craft,spotify:track:4lmUYCo0ig626cUfqgAsD3,0.16399999999999998,0.996,0,-6.849,1,0.281,4.16e-06,0.826,0.0889,0.0623,131.247,4,16,0,,414973,12,2018-04-06,0,31,22883,1,['0hkIlpV0isEixFIr74VfZm']
4Play (feat. Ty Dolla $ign),Jeezy,spotify:track:0oKneWcc1r6ySYbQ5OhEow,0.726,0.682,7,-4.067,1,0.0346,0.0118,0.0,0.557,0.379,97.99,4,8,0,,222053,46,2019-08-23,116,91,5189077,2,"['4yBK75WVCQXej1p04GWqxH', '7c0XG5cIJTrrAgEC3ULPiq']"
Samajavaragamana,Sid Sriram,spotify:track:3j9DrRebdWK1jkpOw9FZUy,0.568,0.6629999999999999,8,-6.178999999999999,1,0.0345,0.91,4.8200000000000006e-05,0.124,0.8079999999999999,165.203,3,8,0,,219818,65,2019-09-28,0,73,1863558,1,['7qjJw7ZM2ekDSahLXPjIlN']
A Whole New World (Plie: 3/4),Lisa Harris,spotify:track:0aQHiQriTpSCRWZujKiIHw,0.332,0.0534,2,-20.469,1,0.0477,0.977,0.9229999999999999,0.11800000000000001,0.196,125.258,3,9,0,,114920,43,2015-07-28,0,46,6086,1,['5TCjPa3h276fNojfFHZyw2']
In My Room,Graham Coxon,spotify:track:2cLRvkDO7OOw3HHSj7wZeJ,0.6859999999999999,0.684,6,-7.632000000000001,0,0.0275,0.29,0.0861,0.24,0.596,97.016,4,11,0,,228706,39,2018-01-26,0,56,79447,1,['7ueZp29tCNwjIj4yAMTEaC']
Killed to Death,iwrestledabearonce,spotify:track:0LbZMzwon3mCT2FMDKNLJv,0.614,0.9059999999999999,0,-3.716,1,0.165,0.00019099999999999998,0.0436,0.305,0.35,119.95700000000001,4,6,0,,119880,0,2019-12-27,0,39,75917,1,['2eFVIT8j6TJ7pPMhZYPwti']
On a 45,This Way To The Egress,spotify:track:59L0BPyISYhMra7UTZFhqJ,0.47600000000000003,0.8220000000000001,3,-4.561,1,0.157,0.405,0.0734,0.263,0.5329999999999999,170.507,4,11,0,,253453,0,2011-06-21,0,34,5588,1,['0XUmpXTJg5hxxwokzBm8xW']
Linda,Rob De Nijs,spotify:track:5cNt2MQuZmiaWDmUD1ibpq,0.434,0.345,9,-8.714,1,0.0265,0.752,0.0,0.37200000000000005,0.563,104.436,3,9,0,,156560,7,2018-11-16,0,53,66092,2,"['3u84EkSPrJYO4n5cipED9K', '3R8vArN3qkKcAVwWy0pCFo']"
"The Albanian Sleepover, Pt. 1 - Sampler Edit",Tangled Thoughts of Leaving,spotify:track:3sAbohdAwvmVumiHkRgzuV,0.243,0.632,9,-10.742,1,0.0368,0.000194,0.7440000000000001,0.195,0.15,105.649,4,18,0,,414000,1,2017-09-29,0,8,2136,1,['7aCP1CFpLZgENCypyffjuI']
That Was Yesterday,Leon Bridges,spotify:track:3gwfEBrFpzEFCZMjw7mqxA,0.382,0.33,9,-6.182,1,0.0435,0.9259999999999999,0.0005780000000000001,0.0744,0.3,181.455,3,10,0,,230013,64,2019-07-19,0,78,1095138,1,['3qnGvpP8Yth1AqSBMqON5x']
Bastard (At the Busstop),Living Death,spotify:track:3spLu7kvxm3XgKkDxXR76V,0.455,0.958,4,-10.045,0,0.0624,0.0154,0.0,0.308,0.369,155.317,4,6,0,,166293,0,2015-05-15,0,22,9651,1,['6aFUy7oTyxAgz6JksX3IC9']
"2011, Or a Knight of the Fail",Solefald,spotify:track:7vDOfraAoBUz0F2K86XJwK,0.518,0.9520000000000001,1,-5.643,1,0.08,0.0234,0.0271,0.32799999999999996,0.335,125.035,4,11,0,,418036,5,2015-02-02,0,19,11014,1,['1jBJHkyQLO6Ga1Dx3W6nG3']
Failure of the Devout,Shadows Fall,spotify:track:35QykVkShgRob7c5qEq9Yb,0.272,0.97,2,-5.175,1,0.149,2.0600000000000003e-05,0.000394,0.0635,0.413,95.04700000000001,4,16,0,,325800,0,2019-11-29,0,43,156976,1,['1HaiS1sFo8qkc6tF5Mw1M0']
Intro (Fury of Beleth),Blasfemia,spotify:track:6xpBmqRIYUQ6CQFQYiyrHo,0.252,0.9840000000000001,8,-6.428999999999999,0,0.261,0.000182,0.674,0.838,0.131,101.579,4,5,0,,190000,0,2016-04-18,0,1,120,1,['7EsY4c6FShZBABJoSkgikh']
The Less I Know The Better,Tame Impala,spotify:track:5o4BQTc9zKgnn5hr0mL1by,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.16699999999999998,0.785,116.87899999999999,4,8,0,,216320,16,2019-03-15,0,84,4278947,1,['5INjqkS1o8h1imAzPqGZBb']
What Are You Going to Do When You Are Not Saving the World?,Hans Zimmer,spotify:track:6PHMAqyTi2zjs6aXneg0EC,0.0956,0.16,0,-16.662,1,0.0329,0.0209,0.883,0.086,0.0318,80.30199999999999,4,11,0,,327338,44,2013-06-11,0,80,2262455,1,['0YC192cP3KPCRWx8zr8MfZ']
I Need a Doctor,Hella,spotify:track:2kFBYzi6nLWC1jIGPXfyY8,0.7240000000000001,0.963,7,-4.678,0,0.335,0.306,3.77e-05,0.175,0.31,155.942,4,11,0,,278024,0,2019-10-10,0,37,43865,1,['1n861RIk6CTAWncgHR9UHg']
Revolte,Urban Blight,spotify:track:2uZTTNGsXjdZFYpr86b6PR,0.457,0.9329999999999999,2,-6.666,1,0.13,0.042,0.128,0.0796,0.225,129.36,4,8,0,,171933,0,2017-12-02,0,0,175,1,['1BGF73nZvSt9T1SEaHzdgQ']
Atmosphere - Redux Mix,Kaskade,spotify:track:6iSQI1lLmoop4JOZrE13gN,0.703,0.642,10,-8.515,0,0.0412,0.0020399999999999997,0.11800000000000001,0.0782,0.35600000000000004,123.162,4,14,0,,343119,22,2014-06-24,0,72,791349,1,['6TQj5BFPooTa08A7pk8AQ1']
Bamboo,Elder Island,spotify:track:2MzQd7zPsbN73mjr90AkL0,0.5539999999999999,0.573,1,-8.266,0,0.0662,0.40399999999999997,6.11e-05,0.13699999999999998,0.298,114.97200000000001,4,15,0,,262650,61,2016-11-11,0,62,109360,1,['3EnbnmqrrvApHJs6FMvYik']
The Procrastinator,Lee Morgan,spotify:track:6JJS6nqLr5CNzKkCzr8d4h,0.42,0.547,3,-11.057,0,0.0346,0.485,0.0,0.0881,0.292,133.907,4,20,0,,486093,0,2013-10-29,0,52,92080,1,['38C3okxv3fyyOIQUVPCdGX']
We Don't Live There Anymore,Millionaire,spotify:track:28uHOWKXQXluSLNvlnySWC,0.434,0.9590000000000001,5,-2.016,1,0.0572,0.0176,0.0938,0.244,0.36700000000000005,90.039,4,10,0,,258906,0,2018-01-31,0,36,14274,1,['3AnH1n9G6Y9TyoPqGNo3Ig']
Triumph Of Death,Vader,spotify:track:1KhAYFMAa8dnd3YcLnSrsy,0.555,0.9590000000000001,1,-4.58,1,0.0668,2.68e-05,0.5429999999999999,0.0969,0.299,102.531,4,12,0,,225920,0,2015-01-15,0,47,144840,1,['2s5DSt9VBNzAn2TbtDHzFZ']
Dil Diyan Gallan,Atif Aslam,spotify:track:5MnAi6ZF7cE8pAz7wYr9Ta,0.716,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.012,4,8,0,,260536,65,2017-12-12,0,71,2226399,1,['2oSONSC9zQ4UonDKnLqksx']
Night Sounds Loud,Clear Light,spotify:track:6LC1ddCh0B2YD6LPhUgveq,0.353,0.836,11,-5.727,0,0.0923,0.00506,0.00018899999999999999,0.0771,0.501,129.075,4,8,0,,146266,0,2018-06-08,0,18,6733,1,['0vbykpsZwxi9Z6P27AhVqJ']
Not Automated,Lars Schneemann,spotify:track:35JtEhiRrNxXzeT8CKDzNy,0.748,0.871,11,-5.237,0,0.10800000000000001,0.0017399999999999998,0.731,0.18600000000000003,0.168,128.05100000000002,4,9,0,,356250,0,2016-07-08,0,0,13,1,['4NWhl2j8K3mu43kY9OXlpp']
Mi Meta Contigo,Banda Los Sebastianes,spotify:track:1OGze4EM0gQ8NNrtdVLCf1,0.797,0.45399999999999996,10,-7.072,1,0.0365,0.332,1.06e-06,0.258,0.568,126.059,4,10,0,,188586,69,2018-01-26,0,68,607111,1,['0HgICyWHmS6rnl8xWEd0x6']
Turbine,Black Asteroid,spotify:track:4BuvA6G4aRnez6egFdAyLh,0.941,0.765,8,-11.429,0,0.578,0.171,0.52,0.113,0.139,129.997,4,14,0,,327102,0,2014-04-21,0,19,3629,1,['4O955Sa65L8MfJa8hg8q0F']
The Silent Mutiny - Live,Visions of Atlantis,spotify:track:2JJ0k1npn077Rt6Wc1Lrhe,0.469,0.9209999999999999,10,-6.992000000000001,1,0.0595,2.3800000000000003e-05,0.000194,0.9470000000000001,0.287,99.97200000000001,4,8,0,,233520,2,2019-02-22,0,46,57177,1,['5kanN1nKzrkW1m2gZmo82x']
Silence,Keith Jarrett,spotify:track:30UY5xPp3WAuIQ0QTjZ2wu,0.331,0.0219,7,-25.026,1,0.0432,0.932,0.593,0.126,0.0394,52.532,3,7,0,,192320,0,2015-01-30,0,61,219068,1,['0F3Aew9DSd6fb6192K1K0Y']
Rock & Roll,The Velvet Underground,spotify:track:6BNn3GBfYO2esN9Fj9LZPA,0.496,0.603,5,-11.432,1,0.0331,0.0012,2.64e-05,0.366,0.723,132.621,4,10,0,,281130,0,2018-06-08,0,70,1194496,1,['1nJvji2KIlWSseXRSlNYsC']
Lilijana,Mon Cote Punk,spotify:track:6f29z7DNLVIKRNFjRrAv5J,0.436,0.753,6,-3.72,1,0.0602,0.193,0.0,0.10400000000000001,0.525,116.285,4,10,0,,239280,5,2011-11-07,0,25,9468,2,"['6gGKHWCiPR1xXMTVoLSckV', '4SlhkIv2bV86gMrXX445ZM']"
Street Fighter - Audiofreq Remix,Angerfist,spotify:track:7gbRHbSZIksPwtYbVXiKzk,0.498,0.988,7,-0.8759999999999999,1,0.359,0.0157,1.18e-06,0.237,0.457,180.06099999999998,4,9,0,,180000,37,2019-04-15,0,63,318709,2,"['4sQNUQjOYj9rV2sdfJ8laS', '0hHKtZEXHNsXfgrNgU7Zkl']"
1 Time,Jeezy,spotify:track:2kU6CvgKLj0uaaRBeCxgKF,0.708,0.883,5,-3.533,0,0.231,0.0071,0.0,0.8109999999999999,0.74,81.755,4,8,0,,229520,40,2019-08-23,0,75,1660790,1,['4yBK75WVCQXej1p04GWqxH']
A New Day,DJ Pippi,spotify:track:7g5rS1UAo9c6M6ttT2N6Bk,0.816,0.517,8,-10.058,1,0.0523,0.608,0.304,0.14400000000000002,0.564,99.988,4,9,0,,261506,15,2011-09-30,0,39,9500,2,"['5TqtzZ1BGLizhpCxVfB0n8', '7hquStKna8USeUTOasXZf8']"
Assassin's Creed IV Black Flag Main Theme,Brian Tyler,spotify:track:6enLk2V2s0M6D6PGLjHxYv,0.32,0.621,7,-12.207,1,0.0563,0.0429,0.8959999999999999,0.0802,0.319,128.025,3,5,0,,133378,57,2013-10-14,0,63,108433,1,['109FvbnDVNag1UcJDVpFlr']
Par Avion (Ambient),The American Dollar,spotify:track:0UyLRWZleUOzC7X1L3DSgs,0.0974,0.262,0,-15.815,1,0.0421,0.5720000000000001,0.948,0.125,0.078,77.729,4,13,0,,225081,24,2012-09-15,0,49,45650,1,['5r4OqYJL7JrtZlffx7FJlb']
Decoy,Sybreed,spotify:track:1QaufBypm629L75nZSwyas,0.494,0.982,10,-4.737,0,0.084,1.93e-05,0.0109,0.315,0.504,100.045,4,16,0,,307146,0,2012-03-15,0,37,25825,1,['5YKzmXqu3KxPoBSGIF7Yii']
Blue,Dj Spinna,spotify:track:6Evho04eKYnu4nicOwQdu1,0.85,0.636,7,-10.435,0,0.469,0.000175,0.927,0.0915,0.132,185.89,4,6,0,,110261,5,2018-06-15,0,36,13721,1,['44E0JWHttieVoD6vUHWoa2']
Life of Sin,Sturgill Simpson,spotify:track:7oop0Rsh4jhdOtglVL3Dmf,0.499,0.6990000000000001,4,-7.513999999999999,1,0.0702,0.175,6.12e-06,0.14800000000000002,0.8140000000000001,169.24400000000003,4,8,0,,146106,53,2014-05-13,0,72,437244,1,['3vDpQbGnzRbRVirXlfQagB']
All of Us,Blindside,spotify:track:5Hp9Z1NwFMDhyi7ox6UVwc,0.507,0.878,2,-3.0269999999999997,0,0.0328,0.0149,2.7899999999999997e-05,0.22699999999999998,0.431,94.473,4,7,0,,211600,0,2018-11-09,0,43,45514,1,['0Uj2hge2fxypJ7f4ik6lpr']
Waves In The Red Cloth,Novembers Doom,spotify:track:2ADQuyrKBaxp5WDNwRAuE7,0.485,0.8109999999999999,1,-6.843999999999999,1,0.0371,0.00044100000000000004,0.266,0.10800000000000001,0.24,160.088,3,16,0,,338320,0,2017-04-14,0,37,36008,1,['7CPjagX3gF7woK0P7YNuKd']
Sculpted in Tyranny,Devourment,spotify:track:4klnUiAuXnrPOiRNdGgc2L,0.256,0.9179999999999999,1,-8.378,0,0.141,1.15e-05,0.862,0.218,0.0899,135.097,4,19,0,,391746,26,2019-08-16,0,34,32370,1,['47aXAyH6vI3y70PKyGldNG']
Dominanten 2018,Kuselofte,spotify:track:5ivoPKks7tnkiY6mAROWeg,0.561,0.89,1,-3.8169999999999997,1,0.0754,0.12,0.0,0.265,0.423,150.036,4,8,0,,213642,54,2018-02-11,0,63,15347,1,['5nIPWm5XA6Cy6zVYkjpCe2']
From the Flames,Memoriam,spotify:track:5JTv4wEgiXw6vL6OR3WJKm,0.525,0.602,6,-15.015,1,0.0466,0.00247,0.5720000000000001,0.10400000000000001,0.146,80.057,4,12,0,,339493,0,2018-05-18,0,26,11143,1,['2EAy7g3Ga8hS10hAHMf6C4']
No Rights,Whipstriker,spotify:track:2s4f7uzuN94vTEke85szKY,0.461,0.929,2,-4.888,1,0.0485,0.0247,0.6829999999999999,0.377,0.5,125.00399999999999,4,14,0,,267040,2,2010-07-01,0,17,4460,1,['0YnwkwC5c3EGvj9h7QLhCH']
Bailar,Deorro,spotify:track:1GL0EEkKCUT2yK52sjWkOt,0.75,0.8909999999999999,9,-3.7510000000000003,1,0.226,0.0246,6.24e-06,0.057,0.5529999999999999,128.076,4,8,0,,160304,55,2016-09-02,72,86,9584713,3,"['6VD4UEUPvtsemqD3mmTqCR', '0TnOYISbd1XYRBk9myaseg', '1c22GXH30ijlOfXhfLz9Df']"
Funk Nights,Funktimizer,spotify:track:1BzIDrlGqAPKQAl7CP1ErQ,0.914,0.433,2,-12.354000000000001,0,0.385,0.000942,0.19899999999999998,0.348,0.591,125.18799999999999,4,6,0,,141876,0,2016-02-15,0,0,39,1,['7rHS9HkKfskZQPCVljvfpz']
Magnificat - Song of Mary,Arvo Pärt,spotify:track:5BQaZAoSR3it8IPYayhtFQ,0.157,0.0114,1,-27.428,1,0.0469,0.98,0.081,0.0655,0.0304,135.001,1,23,0,,459213,16,2018-10-26,0,58,173804,3,"['2P6ygesd9xg5DPOBnda2jg', '5Tu8Yg11u53ZTb0qrXAm3A', '07TFCRrCL8Ud7Z2AiY4qsO']"
San Dimas Oasis,COOLRUNNINGS,spotify:track:3CcgtTQ1GlssBDILeoiHOK,0.34600000000000003,0.782,8,-8.149,1,0.0713,0.000334,1.98e-05,0.182,0.868,157.938,5,9,0,,184640,4,2011-05-30,0,0,818,1,['51VMv4oMx2OsSAVkkjW55K']
Malagueña Salerosa - Sweetheart From Malaga,Esquivel!,spotify:track:3flP1CHe6iygxaRfvvgb6k,0.418,0.371,9,-12.735,0,0.0332,0.851,0.638,0.133,0.419,88.882,4,10,0,,199240,22,2012-06-12,0,42,21986,1,['42kHi9ZIpRGtgjP8ZB4jsi']
Snow In Space feat. Vokab Kompany - Original Mix,Stephan Jacobs,spotify:track:26xfzkhIGo0ts5gzCZpPgF,0.49700000000000005,0.812,4,-6.296,0,0.0544,0.000153,0.00557,0.152,0.35700000000000004,173.873,4,6,0,,148965,0,2015-07-20,0,30,6514,2,"['5QIPXo271afGeIRt1t4tIx', '2Udiv31AsrRzKJ1X6cUuu7']"
Birds Dont Sing,TV Girl,spotify:track:0V34LU5aBA3hYgq178hFFY,0.612,0.9420000000000001,7,-4.5489999999999995,1,0.0568,0.016,0.0,0.13699999999999998,0.807,106.57,4,5,0,,209346,60,2014-06-05,0,62,137038,1,['0Y6dVaC9DZtPNH4591M42W']
Peace and Love (feat. Masego & Rommel Donald),Tall Black Guy,spotify:track:1Fo5MlsAtW8u9DQ6qbtb8r,0.444,0.54,0,-11.003,1,0.21600000000000003,0.32799999999999996,0.0127,0.08,0.287,85.304,4,9,0,,337017,40,2016-11-04,0,74,717562,3,"['2bz6GlqjAN5fTFWvy0rmSP', '3ycxRkcZ67ALN3GQJ57Vig', '21oK1mdTyUSfE2Rcee0ulX']"
Patience,Mikkel Metal,spotify:track:5cDChv1WQgXo8qJ7cyxmPE,0.45899999999999996,0.141,4,-20.608,0,0.035,0.879,0.9309999999999999,0.225,0.0502,99.898,4,28,0,,422785,4,2014-01-27,0,17,2824,1,['0q1Nx41aWpZqanF9sK0O9A']
Call of Nature,Emerald Sun,spotify:track:1K8bAJPDSS0Ldk7VHCH9JV,0.298,0.599,8,-5.624,1,0.03,0.0237,0.0,0.11800000000000001,0.37,110.523,4,11,0,,284970,0,2016-03-22,0,17,5687,1,['5fru1490qqho8UXLmoEJBI']
Destructor,Aura Noir,spotify:track:17j8UXaNClwF7QI9k41QUI,0.127,0.992,6,-3.65,0,0.12300000000000001,1.27e-05,0.726,0.146,0.166,167.101,4,12,0,,282413,10,2011-08-11,0,27,24385,1,['4S2qftLTvdEFvIPPTYmeg6']
Nausea,Jeff Rosenstock,spotify:track:4a36plr4LAg42ECHPiGQbj,0.445,0.747,0,-5.857,1,0.0456,0.375,3.48e-06,0.354,0.5329999999999999,135.219,4,6,0,,164285,51,2015-03-03,0,55,73777,1,['0wNZvrIMNUCs24G0wFg2D6']
Imitation Of The Blues,Larry Sparks,spotify:track:0197MM7KafA2j9cC425mdd,0.605,0.252,0,-12.482000000000001,1,0.0371,0.802,0.0455,0.0691,0.413,120.859,4,7,0,,179480,0,2011-10-30,0,32,6993,1,['05c6W2NfXx6jxO28OGfPRA']
667,GOBLIN KING,spotify:track:6cPSCFwEP1SarHtWgsCuTS,0.522,0.9420000000000001,5,-5.218999999999999,0,0.0643,0.0012699999999999999,0.000128,0.243,0.294,130.032,4,11,0,,266769,0,2017-08-10,0,0,22,1,['4S66k7DawgCBwwjOlegNaX']
Mr. Unbreakable (feat. Khadafi Dub),Liquid Stranger,spotify:track:1EPX7t2wKYZJ735CnRDaxI,0.609,0.591,11,-8.503,1,0.0846,0.0137,1.35e-06,0.325,0.252,136.94899999999998,4,8,0,,237827,14,2015-03-02,0,54,157384,2,"['4YJsSCuag8W1TFTgSeEc2k', '2I6y6yAmDDiuWeAV5WKJbr']"
The Wicked Sun,Vices I Admire,spotify:track:4FEYpnyVPuv5QVOps84BUc,0.503,0.7090000000000001,4,-5.53,1,0.0608,0.00466,0.000206,0.0658,0.575,173.945,4,13,0,,231360,0,2019-12-28,0,2,171,1,['14xRqPt71LuG40hzlg2hws']
Gift of Death,iwrestledabearonce,spotify:track:0oGdHEmNeIawG76xfBTB23,0.32799999999999996,0.981,1,-3.5189999999999997,1,0.158,3.15e-05,0.426,0.345,0.429,120.257,4,6,0,,171853,0,2019-12-27,0,39,75917,1,['2eFVIT8j6TJ7pPMhZYPwti']
Butting In,Illingsworth,spotify:track:1Twd9QYszJFx5EBx1X9Hpr,0.601,0.777,7,-6.595,0,0.91,0.565,0.00257,0.19899999999999998,0.583,172.31900000000002,4,3,0,,121678,0,2017-05-15,0,19,2477,1,['5eQ5JCLOQgO2qDxcUse2AW']
Bad Romance,Artist Vs Poet,spotify:track:4srUSbTEbA2aJhEgcw0rqx,0.544,0.787,9,-4.295,0,0.0434,0.0041600000000000005,1.18e-06,0.247,0.32299999999999995,118.969,4,12,0,,294706,45,2010-11-02,0,51,99170,1,['3kYFawNQVZ00FQbgs4rVBe']
Fly Away,Vincent de Moor,spotify:track:4N1qQkppfp2ApLUtSDQKMn,0.643,0.941,5,-6.447,0,0.0433,0.00882,0.00443,0.35600000000000004,0.56,137.985,4,10,0,,201760,28,2013-06-28,0,39,8098,1,['513hutOhfryax7g1N0XHEk']
Flight 19,Andrew Hill,spotify:track:38Lgx5PBlGem8ILFhtmNIP,0.45,0.445,5,-12.152999999999999,0,0.0595,0.644,2.55e-06,0.124,0.812,152.148,4,8,0,,258320,0,2016-11-08,0,31,16410,1,['4ORSNkNYSzva169PBZCzvy']
If You Could See Me Now,Chet Baker,spotify:track:2QZtOFPATNgKpUJiGUARZk,0.511,0.031,3,-19.636,1,0.0388,0.9390000000000001,0.898,0.139,0.179,112.911,4,13,0,,318413,43,2012-01-01,0,69,642849,1,['3rxeQlsv0Sc2nyYaZ5W71T']
Neptune,Sleeping At Last,spotify:track:1RgiH5ucgoEWDKmGyA5drQ,0.602,0.371,9,-11.575,0,0.0322,0.23,0.0,0.0887,0.21100000000000002,120.01,4,16,0,,280370,56,2014-07-08,0,76,945627,1,['0MeLMJJcouYXCymQSHPn8g']
"Through Fire, Ice and Blood",Lonewolf,spotify:track:6ChbkH7VZ2f0pbmJZDBVWn,0.381,0.7390000000000001,2,-6.45,1,0.0345,4.96e-05,0.613,0.0913,0.41100000000000003,134.94799999999998,4,13,0,,302720,7,2017-09-22,0,26,3972,1,['0zQ0483uMsHNEta3WbXb7R']
supine,Teodor Wolgers,spotify:track:7IMGJM5S0YYcQhvtdeJH14,0.5329999999999999,0.0608,6,-30.09,1,0.0283,0.993,0.88,0.109,0.527,95.97399999999999,4,6,0,,208000,61,2019-11-08,0,54,1408,1,['150sLjaVg4A3g4M0Pvs4Qr']
World Without Wind,Brian Eno,spotify:track:0TgNebBguH4p9ykfsqsWtX,0.18,0.013000000000000001,2,-31.484,1,0.0455,0.679,0.852,0.0896,0.0392,70.404,4,14,0,,324000,19,2018-05-04,0,66,456066,1,['7MSUfLeTdDEoZiJPDSBXgi']
"French Ouverture, BWV 831",Johann Sebastian Bach,spotify:track:5uU76OPjGYCUJXT52u1TRQ,0.569,0.18,2,-20.248,1,0.0465,0.971,0.442,0.0635,0.941,97.206,4,11,0,,181960,0,2012-03-18,0,81,2935934,2,"['5aIqB5nVVvmFsvSdExz408', '08MW38vZOy5LX02bNkrUIP']"
Late Autumn Hesitance - II - Original Mix,Calling from afar,spotify:track:3huPON4VJSFhmBJ1uaVObu,0.314,0.736,2,-12.687000000000001,0,0.0564,0.132,0.862,0.223,0.301,148.015,4,22,0,,819659,0,2014-07-26,0,0,49,1,['13Slck5uiENxMDk5LrNvTg']
Penetration - Remastered Studio,The Stooges,spotify:track:4VjyVmnkPMJbfddWInZCQH,0.369,0.9129999999999999,1,-6.296,0,0.111,2.4299999999999998e-05,0.9009999999999999,0.19,0.6,152.338,4,9,0,,244538,17,2017-04-22,0,58,408087,1,['4BFMTELQyWJU1SwqcXMBm3']
Fever - Pagany Jazzy Mix,Jazz Juice,spotify:track:0tkZSSlga53MxBstm3O9Js,0.792,0.682,0,-8.686,0,0.0468,0.0009720000000000001,0.17,0.0757,0.542,125.001,4,13,0,,344040,0,2011-09-22,0,28,3262,2,"['5xlK36TR6Mu1nnwM2sFb6p', '6cyl8JUDoYUAQmbmgjAY8g']"
Success (feat. Aesop Rock),Mr. Lif,spotify:track:1p43hyK3jyQqXZBoseL6V2,0.69,0.9159999999999999,2,-4.462,1,0.27899999999999997,0.5379999999999999,0.0,0.114,0.935,84.709,4,10,0,,256906,15,2015-11-27,0,61,341962,2,"['6qbtuhThjXYnpldXCczlDd', '2fSaE6BXtQy0x7R7v9IOmZ']"
Bright Cloud,Nana Grizol,spotify:track:3bmlgq1C15DkiuHkc9kQBg,0.579,0.6940000000000001,6,-7.277,1,0.0358,0.0119,8.109999999999999e-05,0.22899999999999998,0.789,107.228,4,8,0,,169240,29,2017-03-31,0,45,26543,1,['7FPO7WTShHCXnmVv7lhhZM']
Punk Rock Art Show,Gallery-81,spotify:track:2O362v4nWQ5iHgnPGEumkF,0.47700000000000004,0.863,10,-5.506,1,0.0375,4.6399999999999996e-05,0.162,0.27899999999999997,0.517,150.06799999999998,4,10,0,,286800,0,2017-01-13,0,1,92,1,['0taP4X1Enl0Ql3z7azygiN']
Chebika - Claudio Mate Metal Remix,Stefano Patarnello,spotify:track:0C5Tq0Bcgnk944ETx3ZtWo,0.624,0.863,7,-8.142000000000001,0,0.03,3.78e-06,0.945,0.0849,0.0394,119.993,4,12,0,,386000,0,2011-10-31,0,1,478,2,"['2PoYQgahZ587xnM1Y6kla4', '0b3scCOmbldVtJgOJT0hy3']"
Tukka Yoot's Riddim,Us3,spotify:track:3wRlAvaaZNRwJoeKEXh5Ic,0.855,0.629,1,-12.402999999999999,1,0.0366,0.0274,0.0,0.363,0.9640000000000001,127.29,4,16,0,,341426,7,2019-12-06,0,49,48244,1,['4LtIfuFeAamus9OOItuWDD']
Radiance,Oppenheimer Analysis,spotify:track:4jBdmRVGihIRG5QSB4BTO9,0.601,0.777,0,-13.852,1,0.0312,0.0493,0.877,0.0842,0.966,106.124,4,13,0,,286013,9,2010-01-26,0,34,15172,1,['7aTcPE8gGcR0W8mrmGaK6w']
