name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id
All Day,Kanye West,79reBHqpRoWXaQbjBBY3UC,0.861,0.6509999999999999,-4.718,0,0.111,0.0739,0.0,0.211,0.421,122.985,310906,4,14,1,2015-03-21,60,2015-03-02,423,92,16061858,4,"['5K4W6rqBFWDnAN6FQUkS6x', '4EMtGVFvfCSrEmWaGV0roE', '1tUALn7PEhW7LpMuxvat2x', '4STHEaNw4mPZ2tzheohgXB']",9,5K4W6rqBFWDnAN6FQUkS6x
Conqueror (feat. Estelle and Jussie Smollett),Empire Cast,7uQztXdiRLRu4YSviPqfD9,0.573,0.59,-6.37,1,0.0344,0.298,0.0,0.105,0.375,130.016,268426,4,14,1,2015-03-21,43,2015-03-09,1,60,566136,1,['7EjxNoVjXo7gL73F2EdXVA'],0,7EjxNoVjXo7gL73F2EdXVA
I Really Like You,Carly Rae Jepsen,2hHLbkatPwOOmrNxTiD41L,0.62,0.805,-5.5379999999999985,1,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,204763,4,8,1,2015-03-21,67,2015,53,76,4323907,1,['6sFIWsNpZYqfjUpaCgueju'],5,6sFIWsNpZYqfjUpaCgueju
New Romantics,Taylor Swift,6rZVy6FIG7lSJQMFXHo12z,0.633,0.889,-5.87,1,0.0715,0.00463,0.000458,0.0658,0.584,121.956,230466,4,7,1,2015-03-21,61,2014-10-27,664,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],5,06HL4z0CvFAxyc27GXpf02
Adore,Cashmere Cat,34HwOOG2tTiz6tAN9h83YT,0.334,0.622,-5.6110000000000015,0,0.0629,0.0826,1.34e-05,0.106,0.21,139.546,216000,4,10,1,2015-03-21,54,2015-02-24,0,99,52834810,2,"['2LZDXcxJWgsJfKXZv9a5eG', '66CXWjxzNUsdJxJ2JdwvnR']",5,2LZDXcxJWgsJfKXZv9a5eG
She Don't Love You,Eric Paslay,1B17jo7XD3lJ9AtrdE9kUd,0.36,0.333,-8.491,1,0.0285,0.335,1.09e-06,0.114,0.17,74.53,262053,1,14,1,2015-03-21,55,2014-01-01,30,55,378174,1,['4TONBKcqVR1LmPdfJxvkMU'],7,4TONBKcqVR1LmPdfJxvkMU
Monster,Meek Mill,37EDnGj3yFe5Hs4Zk3s3YF,0.67,0.75,-4.954,1,0.205,0.0103,0.0,0.338,0.529,94.405,170882,4,7,1,2015-03-21,52,2015-03-03,30,83,4531345,1,['20sxb77xiYeusSH8cVdatc'],11,20sxb77xiYeusSH8cVdatc
Where Are Ü Now (with Justin Bieber),Jack Ü,66hayvUbTotekKU3H4ta1f,0.451,0.8759999999999999,-5.377999999999999,1,0.0362,0.0227,0.0999,0.10400000000000001,0.2,139.908,250000,4,9,1,2015-03-21,33,2015-02-24,0,96,50150585,4,"['1HxJeLhIuegM3KgvPn8sTa', '5he5w2lnU9x7JFhnwcekXX', '5fMUXHkw8R8eOP2RNVYEZX', '1uNFoZAHBGtllmzznpCI3s']",7,1HxJeLhIuegM3KgvPn8sTa
I Want You To Know,Zedd,1JDIArrcepzWDTAWXdGYmP,0.58,0.846,-2.8760000000000003,0,0.0573,0.005370000000000001,6.62e-06,0.145,0.366,129.998,240000,4,14,1,2015-03-14,67,2015-05-18,55,90,28512724,2,"['2qxJFvFYMEDqd7ui6kSAcq', '0C8ZW7ezQVs4URX5aX7Kqx']",9,2qxJFvFYMEDqd7ui6kSAcq
First Kiss,Kid Rock,0bj0hCTYXv02xeSHyRXuYT,0.615,0.889,-2.539,1,0.0371,0.00388,0.0,0.0947,0.659,131.96,280346,4,10,1,2015-03-14,54,2015-02-20,79,73,1425763,1,['7dOBabd5O4CvKrg4iriHTM'],4,7dOBabd5O4CvKrg4iriHTM
All Your Fault,Big Sean,30CZcZ0NpTXjVJJa5X5nwf,0.815,0.738,-4.395,0,0.214,0.308,0.0,0.275,0.547,100.095,224386,4,10,1,2015-03-14,51,2015-02-24,123,92,20522205,2,"['0c173mlxpT3dSFRgMO8XPh', '5K4W6rqBFWDnAN6FQUkS6x']",5,0c173mlxpT3dSFRgMO8XPh
You Are In Love,Taylor Swift,4A2LfnduSTsE8u0ecYROxE,0.474,0.48,-8.894,1,0.0622,0.7070000000000001,0.000108,0.0903,0.319,170.109,267106,4,11,1,2015-03-14,57,2014-10-27,660,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],2,06HL4z0CvFAxyc27GXpf02
Nobody Love,Tori Kelly,7fpU0bRJt0SDC8jIgVpbT6,0.753,0.7090000000000001,-5.1320000000000014,0,0.0347,0.00634,0.0008960000000000002,0.0967,0.5720000000000001,99.966,203453,4,8,1,2015-03-14,50,2016-01-29,0,74,1819657,1,['1vSN1fsvrzpbttOYGsliDr'],1,1vSN1fsvrzpbttOYGsliDr
Smoke,A Thousand Horses,0ZUnRmGiWEypcw14WjW109,0.433,0.7759999999999999,-5.53,1,0.029,0.0349,0.00023,0.387,0.424,149.641,219080,4,12,1,2015-03-14,54,2015-06-09,0,59,65726,1,['55RI2GNCfyXr0f14uIdhwd'],7,55RI2GNCfyXr0f14uIdhwd
Raise 'Em Up,Keith Urban,3YimpODfNhxj3rN81v4WvE,0.609,0.7879999999999999,-7.855,1,0.0416,0.645,3.72e-05,0.174,0.54,108.053,184946,4,5,1,2015-03-14,53,2013-01-01,526,78,6683610,2,"['0u2FHSq3ln94y5Q57xazwf', '2IvkS5MXK0vPGnwyJsrEyV']",4,0u2FHSq3ln94y5Q57xazwf
One Man Can Change The World,Big Sean,731Pa6Gt7GAdADATMSEL0N,0.67,0.58,-6.586,0,0.14400000000000002,0.777,0.0,0.11,0.309,157.997,254626,4,11,1,2015-03-14,60,2015-02-24,123,92,25806089,3,"['0c173mlxpT3dSFRgMO8XPh', '5K4W6rqBFWDnAN6FQUkS6x', '5y2Xq6xcjJb2jVM54GHK3t']",8,0c173mlxpT3dSFRgMO8XPh
Watch Me (Whip / Nae Nae),Silentó,5RIVoVdkDLEygELLCniZFr,0.821,0.759,-8.541,1,0.121,0.247,0.0,0.321,0.962,140.01,185142,4,11,1,2015-03-14,66,2015-05-04,0,56,220990,1,['7juKTDFlPesGeWQ1GmjmOv'],8,7juKTDFlPesGeWQ1GmjmOv
Paradise - Extended,Big Sean,1o8jNa1Rsgh0iI9KQKRDHN,0.8009999999999999,0.64,-5.507999999999999,0,0.278,0.0422,0.0,0.111,0.218,127.986,215440,4,10,1,2015-03-14,54,2015-02-24,123,87,7835774,1,['0c173mlxpT3dSFRgMO8XPh'],8,0c173mlxpT3dSFRgMO8XPh
Wonderland,Taylor Swift,6iWMI5oOhWrDbLbjmwTWFq,0.422,0.6920000000000001,-5.447,1,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,245560,4,11,1,2015-03-07,56,2014-10-27,656,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],3,06HL4z0CvFAxyc27GXpf02
Know Yourself,Drake,5InOp6q2vvx0fShv3bzFLZ,0.72,0.412,-8.687000000000001,0,0.223,0.196,0.0,0.342,0.179,114.408,275840,4,9,1,2015-03-07,72,2015-02-12,433,100,50573380,1,['3TVXtAsR1Inumwj472S9r4'],11,3TVXtAsR1Inumwj472S9r4
No Tellin',Drake,2durxb17bXcmQJHSt8JAdO,0.823,0.467,-10.394,0,0.301,0.5429999999999999,1.06e-06,0.135,0.618,95.026,310933,4,14,1,2015-03-07,61,2015-02-12,433,100,50573380,1,['3TVXtAsR1Inumwj472S9r4'],0,3TVXtAsR1Inumwj472S9r4
6 God,Drake,3a8tAZFJxlmBwOtrf5L1oC,0.868,0.623,-8.595,1,0.101,0.0249,0.0,0.125,0.498,105.446,180666,4,8,1,2015-03-07,63,2015-02-12,433,100,50573380,1,['3TVXtAsR1Inumwj472S9r4'],2,3TVXtAsR1Inumwj472S9r4
Now & Forever,Drake,4zLOwx1yRJXWkHKt1XzF1p,0.555,0.481,-7.419,1,0.0322,0.124,0.0,0.101,0.098,107.793,281320,4,9,1,2015-03-07,58,2015-02-12,433,100,50573380,1,['3TVXtAsR1Inumwj472S9r4'],6,3TVXtAsR1Inumwj472S9r4
6 Man,Drake,4kdfjhj9xNkYU0R8xlDy8k,0.568,0.535,-9.306,1,0.513,0.217,0.0,0.114,0.326,83.589,167653,4,8,1,2015-03-07,60,2015-02-12,433,100,50573380,1,['3TVXtAsR1Inumwj472S9r4'],4,3TVXtAsR1Inumwj472S9r4
Go Hard or Go Home,Various Artists,2QJnTfMpNG05KFf2E3gVIJ,0.6509999999999999,0.741,-5.067,0,0.0408,0.00293,1.2e-05,0.217,0.386,168.02,232772,4,10,1,2015-03-07,61,2015-03-17,1,88,14617245,2,"['137W8MRPWKqSmrBGDBFSop', '5yG7ZAZafVaAlMTeBybKAL']",4,137W8MRPWKqSmrBGDBFSop
Energy,Drake,79XrkTOfV1AqySNjVlygpW,0.747,0.5710000000000001,-7.916,1,0.478,0.38,0.0,0.534,0.5529999999999999,172.104,181933,4,13,1,2015-02-28,71,2015-02-12,432,100,50573380,1,['3TVXtAsR1Inumwj472S9r4'],11,3TVXtAsR1Inumwj472S9r4
Little Red Wagon,Miranda Lambert,4sl4UWqzHSG7riBKdralwy,0.584,0.813,-7.221,1,0.0582,0.0297,0.000197,0.272,0.774,95.081,204386,4,11,1,2015-02-28,55,2014-06-02,230,73,2493124,1,['66lH4jAE7pqPlOlzUKbwA0'],6,66lH4jAE7pqPlOlzUKbwA0
One Last Time,Ariana Grande,7xoUc6faLbCqZO6fQEYprd,0.628,0.593,-5.0360000000000005,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197266,4,8,1,2015-02-28,79,2014-08-25,125,99,52530274,1,['66CXWjxzNUsdJxJ2JdwvnR'],8,66CXWjxzNUsdJxJ2JdwvnR
Preach,Drake,1OHoBC4icbuNhpSxP400sv,0.605,0.51,-8.094,0,0.423,0.165,8.8e-05,0.104,0.389,65.255,236973,4,8,1,2015-02-28,60,2015-02-12,432,100,53192874,2,"['3TVXtAsR1Inumwj472S9r4', '2HPaUgqeutzr3jx5a9WyDV']",11,3TVXtAsR1Inumwj472S9r4
Legend,Drake,1ID1QFSNNxi0hiZCNcwjUC,0.7140000000000001,0.563,-7.574,1,0.0723,0.0266,0.0,0.0776,0.31,100.091,241853,4,8,1,2015-02-28,69,2015-02-12,432,100,50573380,1,['3TVXtAsR1Inumwj472S9r4'],1,3TVXtAsR1Inumwj472S9r4
10 Bands,Drake,12d5QFwzh60IIHlsSnAvps,0.825,0.7559999999999999,-3.687,0,0.383,0.265,2.15e-06,0.0762,0.888,172.938,177733,4,9,1,2015-02-28,64,2015-02-12,432,100,50573380,1,['3TVXtAsR1Inumwj472S9r4'],11,3TVXtAsR1Inumwj472S9r4
Used To,Drake,63p3Slj0shAFP0Q7dQetj5,0.926,0.4270000000000001,-7.584,0,0.105,0.0703,0.000337,0.0818,0.304,96.025,268480,4,11,1,2015-02-28,59,2015-02-12,432,100,60287092,2,"['3TVXtAsR1Inumwj472S9r4', '55Aa2cqylxrFIXC767Z865']",10,3TVXtAsR1Inumwj472S9r4
"Where You Belong - From ""Fifty Shades Of Grey"" Soundtrack",Various Artists,5AYD5mHQHXkUuZRDFNyEyi,0.5479999999999999,0.433,-7.944,0,0.0333,0.19,0.0,0.163,0.1,120.009,297773,4,12,1,2015-02-28,52,2015-02-10,1,96,25535409,1,['1Xyo4u8uXC1ZmMpatF05PJ'],9,1Xyo4u8uXC1ZmMpatF05PJ
"Honey, I'm Good.",Andy Grammer,4MflGTO2ZTcSQ12bWcyRgI,0.752,0.775,-7.289,1,0.0546,0.0324,0.0,0.35100000000000003,0.595,122.014,199263,4,11,1,2015-02-28,72,2014-08-05,30,79,854669,1,['2oX42qP5ineK3hrhBECLmj'],9,2oX42qP5ineK3hrhBECLmj
I Put A Spell On You,Annie Lennox,3sesq9P6ndjuqaq5om7sxT,0.5670000000000001,0.366,-8.013,0,0.0359,0.442,1.23e-05,0.12,0.299,174.014,212047,3,10,1,2015-02-28,62,2014-10-21,0,76,911605,1,['5MspMQqdVbdwP6ax3GXqum'],2,5MspMQqdVbdwP6ax3GXqum
Keep Your Money (feat. Jussie Smollett),Empire Cast,5GTTck4sucr4ymUJPFxHGo,0.74,0.7609999999999999,-8.252,0,0.321,0.0369,1.52e-05,0.33,0.7709999999999999,149.779,149293,4,6,1,2015-02-28,35,2015-03-09,0,60,566136,1,['7EjxNoVjXo7gL73F2EdXVA'],10,7EjxNoVjXo7gL73F2EdXVA
What Kind Of Man,Florence + The Machine,1w9ta1CvXlJPRXh6Py2Mto,0.313,0.635,-4.676,0,0.0431,0.0229,0.0,0.129,0.224,114.776,216176,4,6,1,2015-02-28,52,2015-06-01,41,79,5343294,1,['1moxjboGR7GNWYIMWsRjgG'],11,1moxjboGR7GNWYIMWsRjgG
Blessings,Big Sean,1bzM1cd6oqFozdr4wK6HdR,0.79,0.621,-7.633999999999999,1,0.275,0.333,0.0,0.122,0.15,118.895,252040,4,14,1,2015-02-21,65,2015-02-24,117,100,58409154,2,"['0c173mlxpT3dSFRgMO8XPh', '3TVXtAsR1Inumwj472S9r4']",1,0c173mlxpT3dSFRgMO8XPh
Lay Me Down,Sam Smith,64GRDrL1efgXclrhVCeuA0,0.468,0.19,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125.319,219535,4,11,1,2015-02-21,76,2015-11-06,68,92,19578063,2,"['2wY79sveU1sp5g7SokKOiI', '5y2Xq6xcjJb2jVM54GHK3t']",4,2wY79sveU1sp5g7SokKOiI
A Little Too Much,Shawn Mendes,1T7AiFL9ruKKwlONN35Vh0,0.451,0.507,-6.24,1,0.0316,0.473,0.0,0.108,0.564,165.76,187026,4,9,1,2015-02-21,68,2015-04-14,6,91,29729353,1,['7n2wHs1TKAczGzO7Dd2rGr'],11,7n2wHs1TKAczGzO7Dd2rGr
Hotel (feat. Chris Brown),Kid Ink,4pkZ5gasUzIcPHx6v7pmes,0.78,0.581,-6.996,0,0.17,0.0049700000000000005,0.0,0.215,0.693,102.87,218880,4,13,1,2015-02-21,45,2015-01-02,69,92,15060115,2,"['6KZDXtSj0SzGOV705nNeh3', '7bXgB6jMjp9ATFy66eO08Z']",10,6KZDXtSj0SzGOV705nNeh3
Out the Speakers,A-Trak,4i3IBAYQQRdiGjbsK4AHuS,0.674,0.921,-3.274,1,0.0524,0.0112,0.84,0.952,0.279,103.966,193846,4,13,1,2015-02-21,37,2014-05-20,0,66,174498,3,"['3TaUSUXn41GixL7zbvrIDt', '36psi7HBMj4EEtL0Idha7k', '2WCSTqqMwguiIpPSzuE5UF']",1,3TaUSUXn41GixL7zbvrIDt
Girl Crush,Little Big Town,11qh54D0PKkBwelpDxxiEU,0.5,0.225,-10.22,1,0.0302,0.8420000000000001,0.0,0.112,0.355,173.78799999999995,193320,3,11,1,2015-02-21,69,2014-10-21,119,70,1933218,1,['3CygdxquGHurS7f9LjNLkv'],0,3CygdxquGHurS7f9LjNLkv
Shots - Broiler Remix,Imagine Dragons,4XLm8FNvaTlmTAZmSrrV82,0.73,0.782,-7.109,0,0.0336,0.411,0.11,0.108,0.606,120.018,191266,4,10,1,2015-02-14,59,2015-05-04,228,90,30860965,2,"['53XhwfbYqKCa1cC15pYq2q', '3836OTICMPjhTMMcpPw4EC']",11,53XhwfbYqKCa1cC15pYq2q
Budapest,George Ezra,2ixsaeFioXJmMgkkbd4uj1,0.7170000000000001,0.455,-8.302999999999999,1,0.0276,0.0846,0.0,0.11,0.389,127.812,200733,4,7,1,2015-02-14,78,2014-06-30,0,77,3282449,1,['2ysnwxxNtSgbb9t1m2Ur4j'],5,2ysnwxxNtSgbb9t1m2Ur4j
Chains,Nick Jonas,5Eg4TsPcqNbIjd8ADMZosg,0.589,0.611,-5.881,0,0.0459,0.0151,0.0,0.0757,0.121,76.006,203106,4,11,1,2015-02-14,59,2015-11-20,23,72,6720488,1,['4Rxn7Im3LGfyRkY2FlHhWi'],0,4Rxn7Im3LGfyRkY2FlHhWi
Talking Body,Tove Lo,2tpfxAXiI52znho4WE3XFA,0.736,0.7609999999999999,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,238426,4,9,1,2015-02-14,67,2014-09-24,35,80,2567833,1,['4NHQUGzhtTLFvgF5SZesLK'],4,4NHQUGzhtTLFvgF5SZesLK
I Bet,Ciara,20lNo44eUUCnyNNInzwkv9,0.743,0.618,-7.227,1,0.0732,0.076,0.0,0.0731,0.285,129.034,287933,4,13,1,2015-02-14,61,2015-05-04,229,75,4603710,1,['2NdeV5rLm47xAvogXrYhJX'],8,2NdeV5rLm47xAvogXrYhJX
FourFiveSeconds,Rihanna,78TTtXnFQPzwqlbtbwqN0y,0.5820000000000001,0.272,-5.662000000000001,1,0.0501,0.875,0.0,0.13,0.354,205.846,188238,4,9,1,2015-02-07,79,2015-01-24,693,92,55621601,3,"['5pKCCKE2ajJHZ9KAiaK11H', '5K4W6rqBFWDnAN6FQUkS6x', '4STHEaNw4mPZ2tzheohgXB']",2,5pKCCKE2ajJHZ9KAiaK11H
Truffle Butter,Nicki Minaj,3keUgTGEoZJt0QkzTB6kHg,0.887,0.6729999999999999,-6.846,0,0.0503,0.0743,4.06e-05,0.124,0.491,105.113,219226,4,8,1,2015-02-07,63,2015-01-23,324,100,79430082,3,"['0hCNtLu0JehylgoiP8L4Gh', '3TVXtAsR1Inumwj472S9r4', '55Aa2cqylxrFIXC767Z865']",10,0hCNtLu0JehylgoiP8L4Gh
Worth It (feat. Kid Ink),Fifth Harmony,41Fflg7qHiVOD6dEPvsCzO,0.884,0.765,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573,4,12,1,2015-02-07,75,2015-01-30,34,76,14118124,2,"['1l8Fu6IkuTP0U5QetQJ5Xt', '6KZDXtSj0SzGOV705nNeh3']",8,1l8Fu6IkuTP0U5QetQJ5Xt
Trap Queen,Fetty Wap,2d8JP84HNLKhmd6IYOoupQ,0.746,0.873,-3.803,1,0.128,0.0244,0.0,0.354,0.8170000000000001,148.075,222093,4,11,1,2015-02-07,74,2015-09-25,0,77,3913060,1,['6PXS4YHDkKvl1wkIl4V8DL'],7,6PXS4YHDkKvl1wkIl4V8DL
Somebody,Natalie La Rose,7ioiB40H9xKs04QtIso2I3,0.83,0.52,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,189906,4,8,1,2015-02-07,65,2014-01-06,0,82,4709791,2,"['2qdONMCoDngQk0eV4Avs1i', '3KV3p5EY4AvKxOlhGHORLg']",0,2qdONMCoDngQk0eV4Avs1i
Immortals,Fall Out Boy,3Te8uLyit6X3ncNW8Fp3K2,0.616,0.868,-3.606,1,0.0699,0.00131,1.54e-06,0.6709999999999999,0.475,108.016,189386,4,9,1,2015-02-07,74,2015-01-20,221,84,8307680,1,['4UXqAaa6dQYAk18Lv7PEgX'],2,4UXqAaa6dQYAk18Lv7PEgX
Slow Motion,Trey Songz,4NYwy0R3NdvORX2B6OZXBT,0.733,0.408,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.29100000000000004,94.947,197854,4,11,1,2015-02-07,73,2015-06-23,304,80,5398679,1,['2iojnBLj0qIMiKPvVhLnsH'],7,2iojnBLj0qIMiKPvVhLnsH
Sugar,Maroon 5,2iuZJX9X9P0GKaE93xcPjk,0.748,0.7879999999999999,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4,6,1,2015-01-31,80,2014-09-02,449,90,27695813,1,['04gDigrS5kc9YWfZHwBETP'],1,04gDigrS5kc9YWfZHwBETP
Heartbeat Song,Kelly Clarkson,7FC9Lng8iXU081lbigu8m8,0.49,0.7979999999999999,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149.109,198733,4,10,1,2015-01-31,67,2015-02-27,450,80,6989014,1,['3BmGtnKgCSGYIUhmivXKWX'],6,3BmGtnKgCSGYIUhmivXKWX
Homegrown,Zac Brown Band,1qwnPVOIJjAFfCc40Etb1D,0.711,0.8009999999999999,-3.742,1,0.029,0.0244,0.000113,0.135,0.956,105.006,205000,4,12,1,2015-01-31,68,2015-04-28,263,77,2373273,1,['6yJCxee7QumYr820xdIsjo'],6,6yJCxee7QumYr820xdIsjo
Uma Thurman,Fall Out Boy,5PUawWFG1oIS2NwEcyHaCr,0.623,0.962,-2.616,0,0.0895,0.103,0.000174,0.264,0.6759999999999999,149.963,211573,4,7,1,2015-01-31,69,2015-01-20,219,84,8307680,1,['4UXqAaa6dQYAk18Lv7PEgX'],4,4UXqAaa6dQYAk18Lv7PEgX
Glory (From the Motion Picture Selma),Common,2fmqPLRFdJNPhLU3b2NSFp,0.5670000000000001,0.5870000000000001,-5.626,0,0.0417,0.867,0.0,0.13,0.5720000000000001,83.046,272727,4,11,1,2015-01-31,60,2014-12-11,31,84,5945897,2,"['2GHclqNVjqGuiE5mA7BEoc', '5y2Xq6xcjJb2jVM54GHK3t']",9,2GHclqNVjqGuiE5mA7BEoc
Say You Do,Dierks Bentley,2sE61ZmvYH8wiOx5jygkHH,0.481,0.733,-8.171,1,0.0368,0.142,0.000547,0.106,0.453,147.859,219360,4,11,1,2015-01-31,52,2014-01-01,333,72,2345076,1,['7x8nK0m0cP2ksQf0mjWdPS'],3,7x8nK0m0cP2ksQf0mjWdPS
The Body (feat. Jeremih),Wale,1cOi4OoRlpOznxiRa8FfHf,0.493,0.542,-8.016,1,0.076,0.0774,0.0,0.239,0.172,109.399,232661,4,12,1,2015-01-31,55,2015-03-31,88,82,7429280,2,"['67nwj3Y5sZQLl72VNUHEYE', '3KV3p5EY4AvKxOlhGHORLg']",9,67nwj3Y5sZQLl72VNUHEYE
Elastic Heart,Sia,5S9lfZu1YF8xKkgSsqL2Bd,0.421,0.7909999999999999,-4.998,1,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200,4,10,1,2015-01-24,65,2015-05-04,35,90,17724921,1,['5WUlDfRSoLAfcVSX1WnrxN'],9,5WUlDfRSoLAfcVSX1WnrxN
Ayo,Chris Brown,0k6DnZMLoEUH8NGD5zh2SE,0.823,0.563,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031,225226,4,12,1,2015-01-24,73,2015-02-24,532,92,18493127,2,"['7bXgB6jMjp9ATFy66eO08Z', '5LHRHt1k9lMyONurDHEdrp']",6,7bXgB6jMjp9ATFy66eO08Z
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,3zHq9ouUJQFQRf3cm1rRLu,0.262,0.606,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,252534,4,10,1,2015-01-24,78,2015-11-06,117,84,8600856,1,['0X2BH1fck6amBIoJhDVmmJ'],8,0X2BH1fck6amBIoJhDVmmJ
Irresistible,Fall Out Boy,3znPiywA0q1VK2jgAZFDoI,0.484,0.938,-3.123,1,0.112,0.0706,0.0,0.236,0.444,165.049,206506,4,9,1,2015-01-24,64,2015-01-20,217,84,8307680,1,['4UXqAaa6dQYAk18Lv7PEgX'],2,4UXqAaa6dQYAk18Lv7PEgX
Best Friends,Sophia Grace,4NlGlCrbZQiqE2ETOfVZYv,0.52,0.508,-8.391,0,0.257,0.006229999999999999,0.051,0.118,0.6709999999999999,87.795,232928,1,11,1,2015-01-24,23,2017-01-17,0,38,74805,1,['4OK0uZAzsgFobgChwUAFvS'],6,4OK0uZAzsgFobgChwUAFvS
Blank Space,I Prevail,2ZiJidFdQ30nVJEP4u44l3,0.4370000000000001,0.863,-5.28,0,0.0941,0.00302,0.0,0.14400000000000002,0.233,194.073,240927,4,15,1,2015-01-24,65,2014-12-16,0,74,729906,1,['3Uobr6LgQpBbk6k4QGAb3V'],11,3Uobr6LgQpBbk6k4QGAb3V
Not for Long (feat. Trey Songz),B.o.B,6H75Ki32BRrJFQeDNR05s1,0.8370000000000001,0.662,-5.104,1,0.0486,0.0936,0.00057,0.113,0.679,100.054,215508,4,10,1,2015-01-24,45,2014-10-14,191,80,7187526,2,"['5ndkK3dpZLKtBklKjxNQwT', '2iojnBLj0qIMiKPvVhLnsH']",1,5ndkK3dpZLKtBklKjxNQwT
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,0fgZUSa7D7aVvv3GfO0A1n,0.733,0.6759999999999999,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,226580,4,13,1,2015-01-24,72,2014-12-02,56,92,18186926,3,"['0f5nVCcR06GX8Qikz0COtT', '7bXgB6jMjp9ATFy66eO08Z', '5ZS223C6JyBfXasXxrRqOk']",10,0f5nVCcR06GX8Qikz0COtT
All About It (feat. Ed Sheeran),Hoodie Allen,2rvHIXjN4TCFuFLZk3qAxn,0.738,0.87,-5.343,0,0.0844,0.0124,0.0,0.14,0.845,89.988,205733,4,7,1,2015-01-24,43,2014-10-14,0,93,72412870,2,"['382aq8Pij5V2nE2JMHMoxl', '6eUKZXaKkcviH0Ku9w2n3V']",1,382aq8Pij5V2nE2JMHMoxl
Only One,Kanye West,0j35X8cTq543QDYLOyqB8W,0.732,0.243,-6.023,1,0.0435,0.939,0.0,0.111,0.106,102.087,280226,4,12,1,2015-01-17,57,2015-01-08,415,92,15893973,2,"['5K4W6rqBFWDnAN6FQUkS6x', '4STHEaNw4mPZ2tzheohgXB']",0,5K4W6rqBFWDnAN6FQUkS6x
Throw Sum Mo,Rae Sremmurd,5uqphUYsR45kPYplrYSAQh,0.8590000000000001,0.627,-7.91,0,0.13,0.0388,0.000202,0.101,0.594,142.062,260453,4,12,1,2015-01-17,65,2015-01-06,34,93,30912914,3,"['7iZtZyCzp3LItcw1wtPI3D', '0hCNtLu0JehylgoiP8L4Gh', '50co4Is1HCEo8bhOyUWKpn']",6,7iZtZyCzp3LItcw1wtPI3D
Take Your Time,Sam Hunt,6DEaND0SHv3sC11xobZLiy,0.5579999999999999,0.7190000000000001,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031,243706,4,10,1,2015-01-17,68,2014-10-27,21,77,1969430,1,['2kucQ9jQwuD8jWdtR9Ef38'],11,2kucQ9jQwuD8jWdtR9Ef38
What We Ain't Got,Jake Owen,3obQ7Qx6YZt8r1KvTv7uk3,0.537,0.257,-10.447,1,0.0344,0.952,3.89e-05,0.0899,0.16899999999999998,127.981,218786,4,10,1,2015-01-17,48,2013-12-02,142,70,1470387,1,['1n2pb9Tsfe4SwAjmUac6YT'],9,1n2pb9Tsfe4SwAjmUac6YT
A Guy Walks Into a Bar,Tyler Farr,16PNN9wK1LbedzcTp7y8y0,0.428,0.78,-3.472,1,0.0373,0.083,0.0,0.115,0.431,147.986,196000,4,8,1,2015-01-17,59,2015-04-27,38,60,552618,1,['3vHV92ecrylnUHDM4d2MtC'],0,3vHV92ecrylnUHDM4d2MtC
Take it On Back,Chase Bryant,19OKWQPIupVomZOgBHvhV3,0.5579999999999999,0.8140000000000001,-5.377999999999999,1,0.0645,0.0129,0.0,0.0666,0.672,157.959,246613,4,12,1,2015-01-17,47,2014-09-23,0,48,193031,1,['7io3MyhMxDZoBYXp4rlRFA'],2,7io3MyhMxDZoBYXp4rlRFA
Ain’t Worth The Whiskey,Various Artists,4B1FxT0hP5dMWL64ubGR6P,0.4270000000000001,0.745,-3.866,1,0.0317,0.0329,0.0,0.139,0.507,153.606,190586,4,9,1,2015-01-17,21,2016-11-04,1,70,1430730,1,['1mfDfLsMxYcOOZkzBxvSVW'],2,1mfDfLsMxYcOOZkzBxvSVW
